Category,Region,Age,Gender,Month,Price,Quantity,Revenue,Rating,Discount_Pct,Delivery_Days,Returned,Payment_Method
Beauty,East,64,Female,10,57.85,3,173.55,4.8,15,3,0,Net Banking
Books,West,50,Male,4,33.22,1,33.22,3.8,20,2,0,UPI
Beauty,West,63,Female,3,55.25,1,55.25,4.3,5,8,0,COD
Clothing,East,22,Male,11,107.21,1,107.21,3.2,0,9,0,Net Banking
Books,South,60,Male,7,16.3,1,16.3,3.7,10,2,0,COD
Clothing,South,51,Female,3,59.36,1,59.36,4.5,25,2,0,UPI
Home & Kitchen,South,57,Male,11,198.11,2,396.22,4.1,0,9,0,UPI
Home & Kitchen,South,28,Female,10,180.34,1,180.34,4.0,15,4,0,Debit Card
Sports,East,20,Female,12,52.8,2,105.6,2.6,10,5,0,COD
Beauty,East,50,Male,11,54.92,2,109.84,3.8,0,9,0,COD
Books,West,28,Male,11,30.89,2,61.78,4.5,5,6,0,UPI
Clothing,South,33,Male,1,70.27,2,140.54,3.1,5,9,0,Net Banking
Clothing,East,35,Male,2,62.2,1,62.2,3.6,20,9,0,Credit Card
Books,East,47,Male,8,35.45,4,141.8,4.6,10,7,0,UPI
Electronics,East,27,Male,7,297.27,2,594.54,3.1,15,9,0,Credit Card
Electronics,East,35,Male,7,545.56,2,1091.12,3.1,15,5,0,UPI
Clothing,North,55,Female,6,101.64,3,304.92,3.1,15,5,0,COD
Clothing,South,36,Female,6,71.39,1,71.39,4.0,10,8,0,Credit Card
Clothing,North,53,Female,8,61.12,1,61.12,3.5,0,4,0,Debit Card
Electronics,South,30,Male,1,329.23,2,658.46,4.3,5,9,0,Debit Card
Electronics,South,63,Male,4,412.56,2,825.12,4.0,0,7,0,Credit Card
Electronics,East,20,Female,7,512.22,4,2048.88,4.8,15,7,0,UPI
Beauty,West,27,Female,9,46.38,5,231.9,3.5,0,3,0,UPI
Clothing,East,55,Female,3,86.58,1,86.58,4.0,15,4,0,Credit Card
Clothing,East,18,Male,8,68.83,1,68.83,3.4,5,7,0,Net Banking
Books,South,44,Female,9,24.14,1,24.14,4.5,25,5,0,COD
Electronics,East,63,Female,7,220.44,1,220.44,4.0,5,3,0,Credit Card
Beauty,North,25,Male,1,27.21,3,81.63,3.6,5,1,0,Credit Card
Books,North,63,Male,7,21.82,3,65.46,4.1,25,7,1,UPI
Electronics,South,59,Male,5,380.69,2,761.38,3.9,10,6,0,Debit Card
Clothing,South,34,Male,12,105.4,1,105.4,3.5,30,7,0,Credit Card
Sports,North,26,Male,3,132.45,1,132.45,4.2,0,2,0,Credit Card
Beauty,North,23,Female,9,41.43,1,41.43,3.6,5,4,0,UPI
Clothing,North,60,Female,1,58.07,3,174.21,4.8,15,2,0,COD
Home & Kitchen,West,42,Male,7,104.73,1,104.73,4.3,25,8,0,UPI
Electronics,South,56,Male,8,352.48,3,1057.44,4.1,5,7,0,UPI
Beauty,South,45,Male,5,53.9,2,107.8,5.0,25,1,0,COD
Electronics,North,50,Female,7,394.24,2,788.48,3.7,15,2,0,Debit Card
Beauty,East,54,Male,3,38.79,1,38.79,4.4,20,2,0,Debit Card
Home & Kitchen,South,26,Female,5,90.79,2,181.58,3.9,10,4,0,UPI
Home & Kitchen,North,35,Male,8,73.81,2,147.62,4.2,5,3,0,COD
Home & Kitchen,South,38,Male,5,94.17,3,282.51,4.5,25,1,0,Debit Card
Electronics,North,19,Female,11,506.25,1,506.25,4.2,25,2,1,COD
Electronics,North,60,Female,8,312.33,2,624.66,4.4,10,9,0,Debit Card
Electronics,North,55,Male,6,406.81,2,813.62,3.6,0,1,0,Debit Card
Electronics,North,57,Male,1,458.35,1,458.35,3.8,0,9,1,Credit Card
Books,North,53,Female,7,41.61,1,41.61,5.0,15,7,0,UPI
Clothing,South,60,Male,10,108.33,5,541.65,4.1,0,2,0,Net Banking
Electronics,West,54,Female,4,523.21,1,523.21,4.0,10,2,0,Credit Card
Beauty,East,32,Male,10,28.9,1,28.9,3.7,5,5,0,UPI
Sports,South,45,Female,4,109.66,1,109.66,4.3,15,5,0,Credit Card
Beauty,South,35,Female,10,69.48,2,138.96,3.7,0,4,0,Net Banking
Beauty,West,51,Male,2,27.93,1,27.93,3.6,10,3,0,Credit Card
Electronics,South,39,Female,11,440.87,2,881.74,4.0,15,4,0,Net Banking
Clothing,North,28,Male,7,105.91,1,105.91,2.6,15,4,0,Debit Card
Books,East,30,Male,5,29.22,1,29.22,4.5,10,2,0,Credit Card
Books,North,21,Female,4,15.12,2,30.24,4.4,5,5,0,UPI
Electronics,South,39,Male,6,214.63,1,214.63,3.7,15,5,0,Credit Card
Sports,South,24,Female,12,93.5,5,467.5,3.7,20,5,0,UPI
Electronics,West,60,Male,4,275.1,1,275.1,3.8,15,1,0,UPI
Electronics,South,41,Male,2,489.07,1,489.07,3.5,25,6,0,Credit Card
Home & Kitchen,East,21,Male,8,174.07,1,174.07,3.9,15,2,0,COD
Home & Kitchen,West,45,Male,7,97.61,1,97.61,3.7,20,7,0,Credit Card
Home & Kitchen,North,32,Male,7,199.95,5,999.75,3.9,0,4,0,Debit Card
Electronics,North,18,Female,9,395.6,3,1186.8,3.8,10,5,0,UPI
Sports,South,20,Female,4,65.57,1,65.57,3.6,10,5,0,Debit Card
Clothing,South,31,Female,11,98.61,2,197.22,3.9,5,5,0,UPI
Electronics,South,55,Male,6,541.79,2,1083.58,4.3,10,2,0,Debit Card
Sports,West,18,Male,3,116.21,1,116.21,3.5,5,5,0,Debit Card
Beauty,East,55,Male,10,73.09,1,73.09,4.3,15,3,0,Debit Card
Sports,East,55,Male,9,126.21,4,504.84,4.1,10,4,0,Credit Card
Sports,South,38,Male,5,140.98,5,704.9,3.2,10,2,0,Debit Card
Home & Kitchen,West,46,Male,8,134.48,5,672.4,4.3,30,4,0,Credit Card
Home & Kitchen,West,22,Male,4,179.65,3,538.95,4.8,10,9,0,Credit Card
Electronics,West,27,Female,7,629.9,2,1259.8,3.9,10,8,0,UPI
Clothing,North,45,Male,11,95.54,1,95.54,3.7,5,3,0,UPI
Clothing,East,38,Male,3,47.91,1,47.91,3.7,25,1,0,UPI
Clothing,North,24,Male,6,79.43,1,79.43,4.1,10,1,0,Debit Card
Books,North,20,Male,10,32.62,2,65.24,4.5,15,6,0,UPI
Home & Kitchen,North,62,Female,12,97.09,3,291.27,3.0,0,3,0,UPI
Electronics,East,64,Male,7,614.41,3,1843.23,3.5,10,4,0,Credit Card
Electronics,East,37,Male,7,283.74,4,1134.96,4.2,5,1,0,Debit Card
Books,North,36,Male,8,20.33,3,60.99,4.1,20,8,0,UPI
Electronics,South,52,Male,12,594.37,5,2971.85,3.3,20,1,0,UPI
Sports,South,21,Male,11,98.45,1,98.45,4.6,15,5,0,Debit Card
Home & Kitchen,South,22,Female,3,81.1,3,243.3,3.4,20,6,1,UPI
Home & Kitchen,North,18,Female,6,158.14,2,316.28,3.8,10,2,0,UPI
Home & Kitchen,South,21,Female,7,158.66,1,158.66,3.7,15,7,0,UPI
Sports,East,29,Male,10,57.58,5,287.9,3.3,10,7,0,Debit Card
Clothing,North,44,Female,8,114.86,4,459.44,3.9,15,1,0,Debit Card
Books,North,59,Female,9,31.32,1,31.32,4.4,5,4,0,Credit Card
Home & Kitchen,South,40,Male,12,152.61,1,152.61,3.6,0,4,0,Credit Card
Clothing,West,42,Female,2,79.57,2,159.14,3.6,10,5,0,Credit Card
Sports,East,38,Male,4,113.29,2,226.58,4.1,10,1,0,Debit Card
Books,East,41,Male,6,22.93,4,91.72,3.2,5,1,0,Net Banking
Home & Kitchen,South,42,Female,5,113.36,1,113.36,3.4,15,7,0,UPI
Sports,East,62,Male,1,103.16,1,103.16,3.9,0,9,0,Credit Card
Sports,North,63,Female,2,133.28,1,133.28,3.5,5,1,0,Debit Card
Books,East,49,Male,9,16.5,1,16.5,3.9,20,2,0,Net Banking
Sports,West,49,Female,11,112.55,1,112.55,4.3,10,6,0,COD
Books,East,22,Female,7,39.2,4,156.8,3.9,15,6,0,Debit Card
Books,West,53,Female,7,19.71,1,19.71,5.0,15,2,0,Net Banking
Home & Kitchen,East,63,Male,4,74.16,1,74.16,2.9,25,9,0,Credit Card
Books,North,59,Male,10,24.38,1,24.38,3.1,15,4,1,Credit Card
Electronics,West,59,Male,10,457.02,1,457.02,4.3,0,7,1,Credit Card
Sports,North,56,Male,8,65.1,3,195.3,3.3,10,6,0,Debit Card
Sports,East,33,Male,4,94.46,2,188.92,3.3,0,3,0,Credit Card
Electronics,North,50,Female,2,441.98,3,1325.94,4.4,25,8,1,UPI
Sports,North,38,Female,2,112.09,1,112.09,3.6,0,7,0,UPI
Electronics,South,26,Female,8,325.25,1,325.25,4.4,10,9,0,UPI
Clothing,South,23,Male,10,70.2,2,140.4,3.5,5,3,0,Net Banking
Books,South,62,Male,11,38.35,1,38.35,4.4,20,1,0,Credit Card
Electronics,East,52,Male,7,605.31,3,1815.93,3.6,5,2,0,UPI
Sports,North,56,Female,10,138.91,1,138.91,3.3,30,1,0,Net Banking
Sports,North,39,Female,12,108.56,2,217.12,4.7,0,5,0,Credit Card
Home & Kitchen,East,58,Female,5,131.08,1,131.08,4.4,0,2,0,Debit Card
Electronics,South,22,Female,6,349.84,2,699.68,3.5,5,3,0,Net Banking
Clothing,East,59,Female,12,48.75,4,195.0,3.7,20,8,0,COD
Home & Kitchen,East,40,Male,5,87.34,2,174.68,4.5,20,5,0,Net Banking
Beauty,West,34,Male,11,64.17,2,128.34,3.6,0,4,0,UPI
Home & Kitchen,East,29,Female,12,109.41,5,547.05,3.3,0,5,1,Debit Card
Clothing,South,40,Male,9,58.86,2,117.72,4.0,20,6,0,Credit Card
Home & Kitchen,East,33,Male,10,215.74,1,215.74,4.9,0,7,0,Credit Card
Home & Kitchen,North,20,Female,10,99.06,1,99.06,3.8,0,9,0,Credit Card
Books,South,47,Female,9,19.44,2,38.88,4.7,0,1,0,UPI
Electronics,East,39,Female,5,251.45,2,502.9,3.4,0,4,0,Net Banking
Books,South,26,Female,1,32.39,1,32.39,4.4,5,9,0,UPI
Home & Kitchen,East,46,Female,5,162.41,1,162.41,3.6,0,5,0,UPI
Beauty,West,64,Male,9,46.72,5,233.6,5.0,10,8,0,UPI
Clothing,West,54,Male,2,80.76,1,80.76,4.6,20,1,0,UPI
Home & Kitchen,West,40,Female,1,185.53,1,185.53,4.9,5,4,1,COD
Beauty,South,30,Female,3,71.18,1,71.18,3.8,15,9,0,Credit Card
Electronics,South,49,Male,9,612.32,3,1836.96,3.9,0,1,0,Debit Card
Beauty,East,63,Female,12,71.51,1,71.51,4.3,15,1,0,UPI
Books,South,64,Male,12,31.95,2,63.9,3.9,5,4,0,Credit Card
Electronics,East,40,Male,7,285.46,1,285.46,4.0,20,3,0,UPI
Clothing,East,62,Female,11,46.78,2,93.56,4.3,0,7,0,Net Banking
Books,East,34,Male,10,16.64,3,49.92,3.9,25,3,0,Credit Card
Electronics,South,57,Male,7,489.94,1,489.94,3.5,5,1,0,Credit Card
Home & Kitchen,North,38,Male,8,188.29,2,376.58,3.4,10,2,0,Credit Card
Clothing,South,19,Female,3,78.68,1,78.68,3.1,25,4,0,Net Banking
Home & Kitchen,North,54,Male,12,79.88,1,79.88,4.2,15,1,0,Debit Card
Electronics,West,23,Female,6,434.9,3,1304.7,3.5,10,1,0,UPI
Sports,South,61,Female,7,146.45,1,146.45,3.4,25,8,0,UPI
Beauty,North,35,Male,9,59.27,2,118.54,4.4,5,7,1,COD
Beauty,North,47,Female,5,70.71,1,70.71,4.1,0,8,0,Net Banking
Books,East,39,Male,4,39.0,1,39.0,3.9,30,4,0,Net Banking
Electronics,East,50,Female,8,601.49,1,601.49,4.3,5,6,1,Net Banking
